str_feature,flt_csi
utilization,0.00442930656609021
employment_length_years,0.003874215309493856
stated_income,0.0032392037400536893
channel,0.0031038923485042203
inquiries_6m,0.0014311123186454967
bureau_score,0.001217520604352334
loan_amount,0.0011721636357467846
open_trades,0.0009704358741844751
term_months,0.00068699226812258
public_records,3.58611139834394e-05
delinq_12m,1.545742206105259e-05
has_prior_loans_with_us,0.0
