flt_psi,flt_baseline_median_pd,flt_production_median_pd,flt_baseline_target_mean,flt_production_target_mean,int_n_features_csi_moderate,int_n_features_csi_significant
0.000872703678751176,0.13031285,0.13274081,0.18978267005362687,0.18251250987621806,0,0
