max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
3,0.12289099497162302,4,0.7317985248618943,0.9868663155228165,4.858820570904828,1.144237779392468e-08,1.8763710077104945e-07
