max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
3,0.03249012478942427,3,0.7890737912736323,0.7416525754358902,2.664643931728666,0.0001234785114695128,9.357876055800001e-07
